1832*{'date': 'February 9', 'text': 'The Florida Legislative Council grants a city charter for Jacksonville, Florida.', 'self': False, 'pos': 'DET'}
1900*{'date': 'April 14', 'text': 'The Paris World Exhibition opens.', 'self': False, 'pos': 'DET'}
1900*{'date': 'April 26', 'text': 'The Great Lumber Fire of Ottawa–Hull kills 7 and leaves 15,000 homeless.', 'self': False, 'pos': 'DET'}
1900*{'date': 'April 30', 'text': 'Hawaii becomes an official U.S. territory.', 'self': False, 'pos': 'NP'}
1900*{'date': 'May 1', 'text': 'An explosion of blasting powder in coal mine in Scofield, Utah kills 200.', 'self': False, 'pos': 'DET'}
1900*{'date': 'May 14', 'text': 'The second Modern Olympic Games opens in Paris (as part of the Paris World Exhibition).', 'self': False, 'pos': 'DET'}
1900*{'date': 'May 18', 'text': 'The United Kingdom proclaims a protectorate over Tonga.', 'self': False, 'pos': 'DET'}
1900*{'date': 'May 21', 'text': 'Russia invades Manchuria.', 'self': False, 'pos': 'NP'}
1900*{'date': 'May 23', 'text': 'Sergeant William Harvey Carney is awarded the Medal of Honor for heroism in 1863, as the first African American to have been awarded this medal.', 'self': False, 'pos': 'NP'}
1900*{'date': 'June 1', 'text': 'Carrie Nation begins her crusade to demolish saloons.', 'self': False, 'pos': 'NP'}
1900*{'date': 'June 14', 'text': 'The Reichstag approves a second law that allows the expansion of the German navy.', 'self': False, 'pos': 'DET'}
1900*{'date': 'June 30', 'text': 'A wharf fire at the docks in Hoboken, New Jersey owned by the North German Lloyd Steamship line spreads to German passenger ships Saale, Main, and Bremen.', 'self': False, 'pos': 'DET'}
1900*{'date': 'July 2', 'text': 'The first zeppelin flight is carried out over Lake Constance near Friedrichshafen, Germany.', 'self': False, 'pos': 'DET'}
1900*{'date': 'July 5', 'text': 'The Commonwealth of Australia Constitution Act passes the British Parliament.', 'self': False, 'pos': 'DET'}
1900*{'date': 'July 9', 'text': 'Queen Victoria gives her royal assent to the Commonwealth of Australia Constitution Act.', 'self': False, 'pos': 'NP'}
1900*{'date': 'July 12', 'text': 'A German cruise liner, the SS Deutschland, breaks the record for the Blue Riband for the first time with an average speed of 22.4 knots (41.5\xa0km/h).', 'self': False, 'pos': 'DET'}
1900*{'date': 'July 19', 'text': 'The first line of the Paris Métro is opened.', 'self': False, 'pos': 'DET'}
1900*{'date': 'July 25', 'text': 'The Robert Charles Riots break out in New Orleans, Louisiana.', 'self': False, 'pos': 'DET'}
1900*{'text': 'August 4 - Elizabeth Bowes-Lyon the Queen Mother was Born in London .', 'self': False, 'pos': 'NP'}
1900*{'date': 'September 8', 'text': 'A powerful hurricane hits Galveston, Texas killing about 8,000 people.', 'self': False, 'pos': 'DET'}
1900*{'date': 'November 3', 'text': "The first automobile show in the United States opens at New York City's Madison Square Garden.", 'self': False, 'pos': 'DET'}
1900*{'date': 'December 7', 'text': 'Max Planck announces his discovery of the law of black body emission, marking the birth of quantum physics.', 'self': False, 'pos': 'NP'}
1900*{'text': "U.S. New Haven, CT Louis Lassen of Louis' Lunch makes the first modern-day hamburger sandwich.", 'self': False, 'pos': 'NP'}
1900*{'text': 'Japan participates with the European powers in occupying Beijing to suppress the Boxer Rebellion.', 'self': False, 'pos': 'NP'}
1900*{'text': 'First Michelin Guide published.', 'self': False, 'pos': 'NP'}
1900*{'text': 'Civil service consists of fewer than 3,500 top officials for a population of 300 million in India.', 'self': False, 'pos': 'NP'}
1849*{'text': "January 1 -- France issues Ceres, France's first postage stamp.", 'self': False, 'pos': 'NP'}
1849*{'date': 'January 12', 'text': 'Palermo, Sicily rises up against Austrian troops.', 'self': False, 'pos': 'NP'}
1849*{'date': 'January 21', 'text': 'General elections are held in the Papal States.', 'self': False, 'pos': 'NP'}
1849*{'date': 'January 23', 'text': 'Elizabeth Blackwell is awarded her M.D.', 'self': False, 'pos': 'NP'}
1849*{'date': 'January 27', 'text': 'The Fayetteville and Western Plank Road Company is incorporated to build a plank road from Fayetteville, North Carolina to Bethania, North Carolina.', 'self': False, 'pos': 'DET'}
1849*{'date': 'January 31', 'text': 'The Corn Laws are abolished in the United Kingdom (following legislation in 1846).', 'self': False, 'pos': 'DET'}
1849*{'date': 'February 8', 'text': 'The New Roman Republic is established.', 'self': False, 'pos': 'DET'}
1849*{'date': 'March', 'text': 'The Frankfurt Parliament completes its drafting of a liberal constitution and elects Frederick William IV emperor of the new German national state.', 'self': False, 'pos': 'DET'}
1849*{'text': 'Census Office within the Department of Interior (Census Board).', 'self': False, 'pos': 'NP'}
1849*{'text': 'GLO transferred to the Department of Interior.', 'self': False, 'pos': 'NP'}
1849*{'text': 'Minnesota becomes a United States territory.', 'self': False, 'pos': 'NP'}
1849*{'text': 'Office of Indian Affairs transferred to Department of the Interior.', 'self': False, 'pos': 'NP'}
1849*{'text': 'The United States Department of the Interior is established.', 'self': False, 'pos': 'DET'}
1849*{'text': 'The U.S. Congress passes the Gold Coinage Act allowing the minting of gold coins.', 'self': False, 'pos': 'DET'}
1849*{'date': 'March 4', 'text': 'Zachary Taylor refuses to be sworn in office on a Sabbath (Sunday).', 'self': False, 'pos': 'NP'}
1849*{'date': 'March 5', 'text': 'Zachary Taylor, the 12th President of the United States of America, takes his oath of office.', 'self': False, 'pos': 'NP'}
1849*{'date': 'March 29', 'text': 'The United Kingdom annexes the Punjab.', 'self': False, 'pos': 'DET'}
1849*{'date': 'April 2', 'text': 'The Revolutions of 1848 in the German states end and fail.', 'self': False, 'pos': 'DET'}
1849*{'date': 'April 14', 'text': 'Hungary declares independence from Austria.', 'self': False, 'pos': 'NP'}
1849*{'date': 'April 25', 'text': "James Bruce, 8th Earl of Elgin, the Governor General of Canada, signs the Rebellion Losses Bill, outraging Montreal's English population and triggering the Montreal Riots.", 'self': False, 'pos': 'NP'}
1849*{'date': 'April 27', 'text': 'Giuseppe Garibaldi enters Rome to defend it from the French troops of General Oudinot.', 'self': False, 'pos': 'NP'}
1849*{'date': 'May', 'text': 'The Second Carlist War ends in Spain.', 'self': False, 'pos': 'DET'}
1849*{'text': 'The May Uprising in Dresden (the last of the German revolutions of 1848) begins.', 'self': False, 'pos': 'DET'}
1849*{'text': "The Mississippi River levee at Sauvé's Crevasse breaks, flooding much of New Orleans, Louisiana.", 'self': False, 'pos': 'DET'}
1849*{'date': 'May 10', 'text': 'The Astor Place Riot takes place over a dispute between two Shakesperean actors.', 'self': False, 'pos': 'DET'}
1849*{'date': 'May 17', 'text': 'The St. Louis Fire starts when a steamboat catches fire and nearly burns down the entire city.', 'self': False, 'pos': 'DET'}
1849*{'date': 'June 5', 'text': 'Denmark becomes a constitutional monarchy.', 'self': False, 'pos': 'NP'}
1849*{'date': 'June 6', 'text': 'Fort Worth, Texas is founded.', 'self': False, 'pos': 'NP'}
1849*{'date': 'July 6', 'text': 'The Danish Army beats the Prussian army at Fredericia, Jutland, thereby putting an end to the Prussian/Danish War until 1864.', 'self': False, 'pos': 'DET'}
1849*{'date': 'August 8', 'text': 'Austria crushes the Hungarian rebellion with Russian aid.', 'self': False, 'pos': 'NP'}
1849*{'date': 'August 24', 'text': 'Venice surrenders to Austrian troops after a 4-month siege.', 'self': False, 'pos': 'NP'}
1849*{'date': 'September 1', 'text': 'The first segment of the Pennsylvania Railroad, from Lewiston, Pennsylvania to Harrisburg, Pennsylvania, opens for service.', 'self': False, 'pos': 'DET'}
1849*{'date': 'October 6', 'text': 'The 13 Martyrs of Arad are executed after the Hungarian War of Independence.', 'self': False, 'pos': 'DET'}
1849*{'date': 'November', 'text': 'Austin College receives a charter in Huntsville.', 'self': False, 'pos': 'NP'}
1849*{'date': 'November 13', 'text': 'The Constitution of California is ratified in a general election.', 'self': False, 'pos': 'DET'}
1849*{'date': 'November 16', 'text': 'A Russian court sentences Fyodor Dostoevsky to death for anti-government activities linked to a radical intellectual group, but his execution is cancelled at the last minute.', 'self': False, 'pos': 'DET'}
1849*{'text': 'The North Carolina General Assembly incorporates the North Carolina Railroad to complete a rail line from Goldsboro through Raleigh and Salisbury to Charlotte.', 'self': False, 'pos': 'DET'}
1848*{'date': 'January 3', 'text': 'Joseph Jenkins Roberts is sworn in as the first president of the independent African Republic of Liberia.', 'self': False, 'pos': 'NP'}
1848*{'date': 'January 12', 'text': 'The Palermo rising erupts in Sicily, against the Bourbon kingdom of the Two Sicilies.', 'self': False, 'pos': 'DET'}
1848*{'date': 'January 31', 'text': 'The Washington Monument is established.', 'self': False, 'pos': 'DET'}
1848*{'date': 'January 31', 'text': 'John C. Fremont court-martialed on grounds of mutiny and disobeying orders.', 'self': False, 'pos': 'NP'}
1848*{'text': "John Henry Newman founds the first Oratory in the English-speaking world when he establishes the Birmingham Oratory at 'Maryvale', Old Oscott, England.", 'self': False, 'pos': 'NP'}
1848*{'date': 'February 21', 'text': 'Karl Marx and Friedrich Engels publish the Communist Manifesto.', 'self': False, 'pos': 'NP'}
1848*{'date': 'February 24', 'text': 'Louis Philippe, King of the French, abdicated after days of revolution in France.', 'self': False, 'pos': 'NP'}
1848*{'date': 'March 15', 'text': 'The start of the Hungarian Revolution of 1848.', 'self': True, 'pos': 'DET'}
1848*{'date': 'March 22', 'text': 'Republic of San Marco comes into existence in Venice.', 'self': False, 'pos': 'NP'}
1848*{'date': 'April 10', 'text': "A Chartist 'Monster Rally' is held in Kennington Park London, headed by Feargus O'Connor.", 'self': False, 'pos': 'DET'}
1848*{'date': 'April 29', 'text': 'Pope Pius IX publishes an allocution announcing his refusal to support Piedmont-Sardinia in its war with Austria and dispelling hopes that he might serve as ruler of a pan-Italian republic.', 'self': False, 'pos': 'NP'}
1848*{'date': 'May 1', 'text': 'Phi Gamma Delta is founded.', 'self': False, 'pos': 'NP'}
1848*{'date': 'May 18', 'text': 'The first German National Assembly (Nationalversammlung) opens in Frankfurt, Germany.', 'self': False, 'pos': 'DET'}
1848*{'date': 'May 19', 'text': 'The Treaty of Guadalupe Hidalgo, ending the Mexican-American War, is ratified by the Mexican government.', 'self': False, 'pos': 'DET'}
1848*{'date': 'May 29', 'text': 'Wisconsin is admitted as the 30th U.S. state.', 'self': False, 'pos': 'NP'}
1848*{'date': 'June 17', 'text': 'The Austrian army bombards Prague and crushes a working class revolt.', 'self': False, 'pos': 'DET'}
1848*{'date': 'June 22', 'text': 'The French government dissolves the national workshops in Paris, giving the workers the choice of joining the army or going to workshops in the provinces.', 'self': False, 'pos': 'DET'}
1848*{'date': 'July 26', 'text': 'Matale Rebellion against British rule in Sri Lanka.', 'self': False, 'pos': 'NP'}
1848*{'date': 'August 17', 'text': 'Yucatán officially unites with Mexico.', 'self': False, 'pos': 'NP'}
1848*{'date': 'August 24', 'text': 'The U.S. barque Ocean Monarch is burnt out off the Great Orme, North Wales, with the loss of 178, chiefly emigrants.', 'self': False, 'pos': 'DET'}
1848*{'date': 'August 28', 'text': 'Mathieu Luis becomes the first black member to join the French Parliament as a representative of Guadaloupe.', 'self': False, 'pos': 'NP'}
1848*{'date': 'September 13', 'text': 'Vermont railroad worker Phineas Gage survives a 3-foot-plus iron rod being driven through his head.', 'self': False, 'pos': 'NP'}
1848*{'date': 'September 16', 'text': "William Cranch Bond and William Lassell discover Hyperion, Saturn's moon.", 'self': False, 'pos': 'NP'}
1848*{'date': 'November 3', 'text': 'A greatly revised Dutch constitution is proclaimed.', 'self': False, 'pos': 'DET'}
1848*{'date': 'November 4', 'text': 'France ratifies a new constitution.', 'self': False, 'pos': 'NP'}
1848*{'date': 'December 2', 'text': 'Emperor Ferdinand I of Austria abdicates in favor of his nephew, Emperor Franz Josef I of Austria, King of Hungary and Bohemia.', 'self': False, 'pos': 'NP'}
1848*{'date': 'December 18', 'text': 'Punta Arenas, the first major settlement in the Strait of Magellan, is founded.', 'self': False, 'pos': 'NP'}
1848*{'date': 'December 20', 'text': 'President Bonaparte takes his Oath of Office in front of the French National Assembly.', 'self': False, 'pos': 'NP'}
1848*{'date': 'December 20', 'text': 'Slavery is abolished in Réunion.', 'self': False, 'pos': 'NP'}
1848*{'date': 'December 26', 'text': 'Phi Delta Theta Fraternity is founded.', 'self': False, 'pos': 'NP'}
1848*{'text': 'The Independent Republic of Yucatán joins Mexico in exchange for Mexican help in suppressing a revolt by the indigenous Maya population.', 'self': False, 'pos': 'DET'}
1848*{'text': 'A cholera epidemic in New York kills 5,000.', 'self': False, 'pos': 'DET'}
1848*{'text': 'The Associated Press founded in New York.', 'self': False, 'pos': 'DET'}
1848*{'text': 'The Illinois and Michigan Canal is completed.', 'self': False, 'pos': 'DET'}
1848*{'text': 'Admiral Nevelskoi explores the Strait of Tartary.', 'self': False, 'pos': 'NP'}
1848*{'text': 'Dunedin, New Zealand is founded by Scots settlers.', 'self': False, 'pos': 'NP'}
1848*{'text': 'The University of Ottawa is founded.', 'self': False, 'pos': 'DET'}
1848*{'text': 'The University of Mississippi is founded.', 'self': False, 'pos': 'DET'}
1848*{'text': 'The University of Wisconsin–Madison is founded.', 'self': False, 'pos': 'DET'}
1848*{'text': 'Geneva College in Pennsylvania is founded.', 'self': False, 'pos': 'NP'}
1848*{'text': "Queen's College, London, for women, is founded.", 'self': False, 'pos': 'NP'}
1848*{'text': 'Rhodes College is founded.', 'self': False, 'pos': 'NP'}
1848*{'text': 'The Boston Public Library is founded by an act of the Great and General Court of Massachusetts.', 'self': False, 'pos': 'DET'}
1848*{'text': 'John Bird Sumner becomes archbishop of Canterbury.', 'self': False, 'pos': 'NP'}
1848*{'text': 'Elizabeth Gaskell publishes Mary Barton anonymously.', 'self': False, 'pos': 'NP'}
1848*{'text': 'The Shaker song Simple Gifts is written by Joseph Brackett in Alfred, Maine.', 'self': False, 'pos': 'DET'}
1848*{'text': 'Richard Wagner begins writing the libretto that will become Der Ring des Nibelungen (The Ring of the Nibelung).', 'self': False, 'pos': 'NP'}
1843*{'date': 'February 6', 'text': 'The Virginia Minstrels perform the first minstrel show (Bowery Amphitheatre, New York City).', 'self': False, 'pos': 'DET'}
1843*{'date': 'February 11', 'text': "Giuseppe Verdi's opera I Lombardi premieres in Milan.", 'self': False, 'pos': 'NP'}
1843*{'date': 'February 14', 'text': 'The event that inspired the Beatles song Being for the Benefit of Mr. Kite!.', 'self': False, 'pos': 'DET'}
1843*{'date': 'February 25', 'text': 'The Provisional Cession of the Hawaiian or Sandwich Islands established by Lord George Paulet.', 'self': False, 'pos': 'DET'}
1843*{'date': 'March 15', 'text': "Victoria, British Columbia, is founded by the Hudson's Bay Company as a trading post and fort.", 'self': False, 'pos': 'NP'}
1843*{'date': 'March 21', 'text': 'The world does not end, contrary to the first prediction by American preacher William Miller.', 'self': False, 'pos': 'DET'}
1843*{'date': 'April', 'text': 'Eta Carinae is temporarily the second-brightest star in the night sky.', 'self': False, 'pos': 'NP'}
1843*{'date': 'May 4', 'text': 'Natal is proclaimed a British colony.', 'self': False, 'pos': 'NP'}
1843*{'date': 'May 18', 'text': 'The Disruption in Edinburgh of the Free Church of Scotland from the Church of Scotland.', 'self': False, 'pos': 'DET'}
1843*{'date': 'May 22', 'text': 'The first major wagon train headed for the American Northwest sets out with one thousand pioneers from Elm Grove, Missouri on the Oregon Trail.', 'self': False, 'pos': 'DET'}
1843*{'date': 'May 23', 'text': 'Chile takes possession of the Strait of Magellan.', 'self': False, 'pos': 'NP'}
1843*{'text': 'John J. Peck graduates from West Point 8th from a class of 39.', 'self': False, 'pos': 'NP'}
1843*{'date': 'July 19', 'text': 'The SS Great Britain is launched from Bristol.', 'self': False, 'pos': 'DET'}
1843*{'date': 'August 15', 'text': 'Tivoli Gardens, one of the oldest still intact amusement parks in the world, opens in Copenhagen, Denmark.', 'self': False, 'pos': 'NP'}
1843*{'date': 'October 16', 'text': "Søren Kierkegaard's philosophical book Fear and Trembling is first published.", 'self': False, 'pos': 'NP'}
1843*{'date': 'December 19', 'text': "Charles Dickens' novella A Christmas Carol is first published.", 'self': False, 'pos': 'NP'}
1843*{'date': 'December 21', 'text': 'The first total solar eclipse of saros 139 occurs over southern Asia.', 'self': False, 'pos': 'DET'}
1843*{'text': 'Saint Louis University School of Law becomes the first law school west of the Mississippi River.', 'self': False, 'pos': 'NP'}
1843*{'text': "The world's first commercial Christmas cards are printed by Sir Henry Cole in London.", 'self': False, 'pos': 'DET'}
1843*{'text': 'James Joule quantifies the conversion of work into heat.', 'self': False, 'pos': 'NP'}
1843*{'text': "Ada Lovelace translates and expands Menabrea's notes on Charles Babbage's analytical engine, including an algorithm for calculating a sequence of Bernoulli numbers, regarded as the world's first computer program.", 'self': False, 'pos': 'NP'}
1843*{'text': 'The Danish government re-establishes the Althing in Iceland as an advisory body.', 'self': False, 'pos': 'DET'}
1843*{'text': 'The first tunnel under the Thames River is finished.', 'self': False, 'pos': 'DET'}
1843*{'text': 'Argentina supports Rosas of Uruguay and begins a siege of Montevideo.', 'self': False, 'pos': 'NP'}
1843*{'text': 'The Economist is first published.', 'self': False, 'pos': 'DET'}
1843*{'text': 'The Friend is first published.', 'self': False, 'pos': 'DET'}
1843*{'text': "Bishop's University is founded.", 'self': False, 'pos': 'NP'}
1843*{'text': 'Abbeville, Louisiana is founded by descendants of Acadians from Nova Scotia.', 'self': False, 'pos': 'NP'}
1843*{'text': 'The export of British textile machinery and other equipment is allowed.', 'self': False, 'pos': 'DET'}
1842*{'date': 'January', 'text': "Akbar Khan, son of Dost Mohammed Khan, carries out the Massacre of Elphinstone's Army on the road from Kabul to Jalalabad, Afghanistan.", 'self': False, 'pos': 'NP'}
1842*{'date': 'March 2', 'text': 'Gaylad, ridden by Tom Olliver, wins the Grand National at Aintree Racecourse.', 'self': False, 'pos': 'NP'}
1842*{'date': 'March 5', 'text': 'Mexican troops led by Rafael Vasquez invade Texas, briefly occupy San Antonio, and then head back to the Rio Grande.', 'self': False, 'pos': 'NP'}
1842*{'date': 'March 9', 'text': "Giuseppe Verdi's third opera Nabucco premieres in Milan; its success establishes Verdi as one of Italy's foremost opera writers.", 'self': False, 'pos': 'NP'}
1842*{'date': 'March 30', 'text': 'Anesthesia is used for the first time in an operation (Dr. Crawford Long performed the operation using ether).', 'self': False, 'pos': 'NP'}
1842*{'date': 'March 31', 'text': 'Middleton Junction and Oldham Branch Railway line opened up to Werneth in North West England.', 'self': False, 'pos': 'NP'}
1842*{'date': 'June 13', 'text': 'Queen Victoria becomes the first British monarch to travel by train, between Slough and Paddington.', 'self': False, 'pos': 'NP'}
1842*{'date': 'June 20', 'text': 'Anselmo de Andrade, Portuguese economist and politician born in Vila Real de Santo António.', 'self': False, 'pos': 'NP'}
1842*{'date': 'July 13', 'text': 'The Tri-Kap fraternity is founded at Dartmouth College.', 'self': False, 'pos': 'DET'}
1842*{'date': 'August 4', 'text': 'The Armed Occupation Act is signed, providing for the armed occupation and settlement of the unsettled part of the Peninsula of East Florida.', 'self': False, 'pos': 'DET'}
1842*{'date': 'August 9', 'text': 'The Webster-Ashburton Treaty is signed, establishing the United States–Canada border east of the Rocky Mountains.', 'self': False, 'pos': 'DET'}
1842*{'date': 'August 10', 'text': 'The Mines Act 1842 becomes law, prohibiting underground work for all women and boys under 10 years old in England.', 'self': True, 'pos': 'DET'}
1842*{'date': 'August 29', 'text': 'The Treaty of Nanking ends the First Opium War and establishes Hong Kong as a British colony.', 'self': False, 'pos': 'DET'}
1842*{'date': 'September', 'text': 'The Treaty of Chushul ends the Sino-Sikh war.', 'self': False, 'pos': 'DET'}
1842*{'date': 'October 29', 'text': 'The Iberian Peninsula is struck by a category 2 hurricane.', 'self': False, 'pos': 'DET'}
1842*{'date': 'December 20', 'text': 'The Citadel, The Military College of South Carolina is established.', 'self': False, 'pos': 'DET'}
1842*{'text': 'The Sons of Temperance is founded in New York City.', 'self': False, 'pos': 'DET'}
1842*{'text': 'The Income Tax Act is passed in the United Kingdom; 7 pence on the pound sterling, for incomes over 150 pounds.', 'self': False, 'pos': 'DET'}
1842*{'text': 'Pentonville Prison is built in London.', 'self': False, 'pos': 'NP'}
1842*{'text': 'The New Zealand seat of government moves from Russell to Auckland.', 'self': False, 'pos': 'DET'}
1842*{'text': 'The first pils beer is brewed in the Czech city of Pilsen.', 'self': False, 'pos': 'DET'}
1842*{'text': 'Cumberland University.', 'self': False, 'pos': 'NP'}
1842*{'text': 'Wesleyan University.', 'self': False, 'pos': 'NP'}
1842*{'text': 'University of Notre Dame (by Father Edward Sorin, CSC of the Congregation of Holy Cross).', 'self': False, 'pos': 'NP'}
1842*{'text': 'Villanova University (in Villanova, Pennsylvania by the Augustinian order).', 'self': False, 'pos': 'NP'}
1842*{'text': 'Indiana University Bloomington.', 'self': False, 'pos': 'NP'}
1842*{'text': 'Indiana University Maurer School of Law.', 'self': False, 'pos': 'NP'}
1842*{'text': 'Willamette University in Salem, Oregon.', 'self': False, 'pos': 'NP'}
1841*{'date': 'January 20', 'text': 'Charles Elliot of Britain and Qishan of the Qing Dynasty agree to the Convention of Chuenpee.', 'self': False, 'pos': 'NP'}
1841*{'date': 'January 26', 'text': 'The Britain occupies Hong Kong.', 'self': False, 'pos': 'DET'}
1841*{'date': 'January 27', 'text': 'The active volcano Mount Erebus in Antarctica is discovered and named by James Clark Ross.', 'self': False, 'pos': 'DET'}
1841*{'date': 'January 28', 'text': 'Ross discovers the "Victoria Barrier", later known as the Ross Ice Shelf.', 'self': False, 'pos': 'NP'}
1841*{'date': 'January 30', 'text': 'A fire ruins and destroys two-thirds of the then villa (now city) of Mayagüez, Puerto Rico.', 'self': False, 'pos': 'DET'}
1841*{'date': 'February 4', 'text': 'First known reference to Groundhog Day, in the diary of a James Morris.', 'self': False, 'pos': 'NP'}
1841*{'date': 'February 11', 'text': 'The two colonies of The Canadas are merged into the United Province of Canada.', 'self': False, 'pos': 'DET'}
1841*{'date': 'February 18', 'text': 'The first ongoing filibuster in the United States Senate begins and lasts until March 11.', 'self': False, 'pos': 'DET'}
1841*{'date': 'February 20', 'text': 'The Governor Fenner, carrying emigrants to the United States, sinks off Holyhead (Wales) with the loss of 123 lives.', 'self': False, 'pos': 'DET'}
1841*{'date': 'March 4', 'text': 'Martin Van Buren is succeeded as President of the United States by William Henry Harrison.', 'self': False, 'pos': 'NP'}
1841*{'date': 'April 4', 'text': 'President William Henry Harrison dies of pneumonia, becoming the first President of the United States to die in office and at one month, the American president with the shortest term served.', 'self': False, 'pos': 'NP'}
1841*{'date': 'April 6', 'text': 'President John Tyler is sworn in.', 'self': False, 'pos': 'NP'}
1841*{'date': 'May', 'text': 'Start of the Sino-Sikh war.', 'self': False, 'pos': 'NP'}
1841*{'date': 'May 3', 'text': 'New Zealand becomes a British colony.', 'self': False, 'pos': 'NP'}
1841*{'date': 'May 11', 'text': 'Lt. Charles Wilkes lands at Fort Nisqually in Puget Sound.', 'self': False, 'pos': 'NP'}
1841*{'text': 'United Kingdom Census held, the first to record names and approximate ages of every household member and to be administered nationally.', 'self': False, 'pos': 'NP'}
1841*{'date': 'June 28', 'text': "Ballet Giselle first presented by the Ballet du Théâtre de l'Académie Royale de Musique at the Salle Le Peletier in Paris, France.", 'self': False, 'pos': 'NP'}
1841*{'date': 'July 5', 'text': 'Thomas Cook arranges his first railway excursion, in England.', 'self': False, 'pos': 'NP'}
1841*{'date': 'July 17', 'text': 'First edition of the humorous magazine Punch published in London.', 'self': False, 'pos': 'NP'}
1841*{'date': 'July 18 (Sunday)', 'text': 'The sixth bishop of Calcutta, Daniel Wilson, and Dr. James Taylor, Civil Surgeon at Dhaka, establish the first modern educational institution in the Indian subcontinent, Dhaka College.', 'self': False, 'pos': 'DET'}
1841*{'date': 'July 20', 'text': 'The Mercantile Agency (ancestor of Dun & Bradstreet is founded in New York City by Lewis Tappan.', 'self': False, 'pos': 'DET'}
1841*{'date': 'August 16', 'text': 'U.S. President John Tyler vetoes a bill which called for the re-establishment of the Second Bank of the United States.', 'self': False, 'pos': 'NP'}
1841*{'date': 'September 24', 'text': 'The Britain annexes Sarawak from Brunei; James Brooke is appointed rajah.', 'self': False, 'pos': 'DET'}
1841*{'date': 'October 16', 'text': "Queen's University is founded in Kingston, Ontario, by Rev.", 'self': False, 'pos': 'NP'}
1841*{'date': 'October 30', 'text': 'A fire at the Tower of London destroys its Grand Armoury and causes a quarter of a million pounds worth of damage.', 'self': False, 'pos': 'DET'}
1841*{'text': 'John Augustus develops the concept of probation.', 'self': False, 'pos': 'NP'}
1841*{'text': 'The city of Dallas, Texas is founded by John Neely Bryan.', 'self': False, 'pos': 'DET'}
1841*{'text': 'Fordham University is founded in The Bronx by the Society of Jesus.', 'self': False, 'pos': 'NP'}
1841*{'text': 'The Scroll and Key secret society of Yale University is established.', 'self': False, 'pos': 'DET'}
1841*{'text': 'First Opium War (1839–1842).', 'self': False, 'pos': 'NP'}
1841*{'text': 'First Anglo-Afghan War (1839–1842).', 'self': False, 'pos': 'NP'}
1840*{'date': 'January 13', 'text': 'The steamship Lexington burns and sinks in icy waters, four miles off the coast of Long Island; 139 die, only four survive.', 'self': False, 'pos': 'DET'}
1840*{'date': 'January 19', 'text': "Captain Charles Wilkes' United States Exploring Expedition sights what becomes known as Wilkes Land in the southeast quadrant of Antarctica, claiming it for the United States and providing evidence that Antarctica is a complete continent.", 'self': False, 'pos': 'NP'}
1840*{'date': 'January 21', 'text': "Dumont D'Urville discovers Adélie Land in Antarctica, claiming it for France.", 'self': False, 'pos': 'NP'}
1840*{'date': 'February', 'text': 'The Rhodes blood libel is made against the Jews of Rhodes.', 'self': False, 'pos': 'DET'}
1840*{'date': 'February 5', 'text': 'The murder of a Capuchin friar and his Greek servant leads to the Damascus affair, a highly publicized case of blood libel against the Jews of Damascus.', 'self': False, 'pos': 'DET'}
1840*{'date': 'February 6', 'text': 'The Treaty of Waitangi, granting British sovereignty in New Zealand, is signed.', 'self': False, 'pos': 'DET'}
1840*{'date': 'February 10', 'text': 'Queen Victoria of the United Kingdom of Great Britain and Ireland marries her cousin Prince Albert of Saxe-Coburg and Gotha.', 'self': False, 'pos': 'NP'}
1840*{'date': 'February 11', 'text': "Gaetano Donizetti's opera La fille du régiment premieres in Paris.", 'self': False, 'pos': 'NP'}
1840*{'text': 'William Hobson, the first Governor of New Zealand, suffers a stroke.', 'self': False, 'pos': 'NP'}
1840*{'text': 'Adolphe Thiers becomes prime minister of France.', 'self': False, 'pos': 'NP'}
1840*{'date': 'March 9', 'text': 'The Wilmington and Raleigh Railroad is completed from Wilmington, North Carolina to Weldon, North Carolina.', 'self': False, 'pos': 'DET'}
1840*{'date': 'April', 'text': 'The Raleigh and Gaston Railroad is completed from Raleigh, North Carolina to near Weldon, North Carolina.', 'self': False, 'pos': 'DET'}
1840*{'date': 'May 1', 'text': "Britain issues the Penny Black, the world's first postage stamp.", 'self': False, 'pos': 'NP'}
1840*{'date': 'May 6', 'text': "The Penny Black, the world's first postage stamp, becomes valid for the pre-payment of postage.", 'self': False, 'pos': 'DET'}
1840*{'date': 'May 21', 'text': 'New Zealand is declared a British colony.', 'self': False, 'pos': 'NP'}
1840*{'date': 'July 4', 'text': "The Cunard Line's 700-ton wooden paddlewheel steamer RMS\xa0Britannia departs from Liverpool, bound for Halifax, Nova Scotia on the first steam transatlantic passenger mail service.", 'self': False, 'pos': 'DET'}
1840*{'date': 'July 15', 'text': 'The Austrian Empire, the United Kingdom, the Kingdom of Prussia, and the Russian Empire sign the Convention of London with the Sublime Porte, ruler of the Ottoman Empire.', 'self': False, 'pos': 'DET'}
1840*{'text': 'Pedro II is declared "of age" prematurely and begins to reassert central control in Brazil.', 'self': False, 'pos': 'NP'}
1840*{'text': 'The Province of Canada is created by the Act of Union.', 'self': False, 'pos': 'DET'}
1840*{'date': 'September 10', 'text': 'Ottoman and British troops bombard Beirut and land troops on the coast to pressure Egyptian Muhammad Ali to retreat from the country.', 'self': False, 'pos': 'NP'}
